OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice
ord200245,2025-04-20,c12667,laptop,1,223.3,306 main st,online,returned,trk25390491,1,freeship,facebook,223.3
ord200246,2024-08-30,c55354,desk,2,342.11,164 main st,gift card,shipped,trk15439493,2,winter15,instagram,684.22
ord200247,2023-07-20,c14600,printer,2,220.9,785 main st,gift card,shipped,trk84984764,4,freeship,email,441.8
ord200248,2023-07-02,c97187,laptop,1,670.54,471 main st,cash,shipped,trk62283713,6,freeship,referral,670.54
ord200249,2024-02-07,c39106,printer,1,546.19,245 main st,cash,pending,trk35464433,5,freeship,referral,546.19
ord200250,2023-04-05,c93379,desk,3,42.95,318 main st,gift card,returned,trk67954150,8,save10,email,128.85
ord200251,2025-05-15,c93175,monitor,4,14.69,814 main st,cash,cancelled,trk32995144,9,freeship,email,58.76
ord200252,2024-09-20,c19648,phone,4,668.36,821 main st,gift card,cancelled,trk51297879,5,freeship,facebook,2673.44
ord200253,2024-03-23,c14891,chair,4,413.74,743 main st,gift card,returned,trk79471534,7,freeship,instagram,1654.96
ord200254,2023-12-26,c10866,monitor,3,263.19,770 main st,online,delivered,trk34809583,5,freeship,instagram,789.57
ord200255,2024-05-13,c47283,monitor,1,263.96,806 main st,gift card,returned,trk56235117,2,save10,google,263.96
ord200256,2025-06-30,c94323,chair,5,75.81,463 main st,gift card,returned,trk22663277,10,winter15,instagram,379.05
ord200257,2024-04-23,c89732,phone,1,406.22,712 main st,credit card,cancelled,trk41059233,5,save10,referral,406.22
ord200258,2024-02-26,c87764,tablet,2,103.41,294 main st,online,shipped,trk94082469,2,freeship,referral,206.82
ord200259,2023-06-11,c20977,chair,4,435.12,636 main st,credit card,delivered,trk54991561,9,save10,instagram,1740.48
ord200260,2023-05-17,c12245,monitor,2,407.79,153 main st,debit card,shipped,trk22000463,3,freeship,google,815.58
ord200261,2025-05-28,c68976,phone,5,173.65,460 main st,gift card,delivered,trk25491356,9,save10,email,868.25
ord200262,2023-01-10,c69476,phone,4,249.07,642 main st,credit card,returned,trk65869386,5,winter15,referral,996.28
ord200263,2023-03-25,c71040,phone,4,434.85,250 main st,credit card,pending,trk41397604,4,winter15,google,1739.4
ord200264,2024-08-03,c71035,tablet,1,436.77,977 main st,cash,returned,trk19599578,5,freeship,google,436.77
ord200265,2023-12-22,c20752,printer,1,572.13,150 main st,debit card,cancelled,trk22298450,4,save10,google,572.13
ord200266,2024-06-08,c38840,chair,4,583.07,589 main st,credit card,cancelled,trk48484633,6,freeship,referral,2332.28
ord200267,2025-04-17,c84480,chair,5,468.51,803 main st,debit card,delivered,trk62361867,9,freeship,facebook,2342.55
ord200268,2023-08-11,c37032,phone,2,423.88,655 main st,debit card,delivered,trk48639226,7,save10,referral,847.76
ord200269,2023-11-25,c48942,tablet,4,663.67,129 main st,credit card,pending,trk29355120,7,freeship,google,2654.68
ord200270,2023-06-04,c13540,printer,4,309.91,127 main st,debit card,shipped,trk81087373,5,winter15,google,1239.64
ord200271,2023-03-28,c59572,monitor,1,542.07,791 main st,cash,shipped,trk16792991,6,winter15,referral,542.07
ord200272,2023-09-19,c29758,chair,2,399.32,119 main st,online,pending,trk12990043,6,winter15,instagram,798.64
ord200273,2024-10-27,c11849,tablet,2,238.25,974 main st,online,cancelled,trk91195261,7,freeship,email,476.5
ord200274,2023-02-04,c50967,phone,2,182.4,884 main st,gift card,cancelled,trk65300814,5,save10,referral,364.8
ord200275,2023-11-04,c80735,chair,2,65.07,360 main st,credit card,cancelled,trk99880231,4,save10,google,130.14
ord200276,2025-03-29,c99050,printer,2,600.57,654 main st,debit card,returned,trk56927089,3,winter15,instagram,1201.14
ord200277,2024-09-09,c11210,chair,5,90.92,910 main st,credit card,delivered,trk44929965,9,save10,facebook,454.6
ord200278,2024-11-18,c46015,laptop,5,362.46,299 main st,cash,delivered,trk46598430,6,freeship,instagram,1812.3
ord200279,2023-10-20,c69167,chair,3,55.01,263 main st,online,pending,trk12425655,7,winter15,email,165.03
ord200280,2023-03-27,c55388,tablet,3,404.62,740 main st,gift card,delivered,trk75741001,6,freeship,instagram,1213.86
ord200281,2023-07-27,c87181,desk,4,654.79,195 main st,cash,pending,trk60093390,9,freeship,referral,2619.16
ord200282,2025-04-22,c30411,printer,4,637.79,375 main st,gift card,cancelled,trk71810536,9,freeship,google,2551.16
ord200283,2025-02-28,c39638,laptop,4,540.33,990 main st,cash,shipped,trk69745608,6,freeship,google,2161.32
ord200284,2023-02-16,c27203,laptop,5,208.17,516 main st,credit card,returned,trk22023906,6,save10,facebook,1040.85
ord200285,2025-06-10,c67583,phone,1,338.31,974 main st,online,delivered,trk93281700,3,freeship,google,338.31
ord200286,2025-04-07,c70554,monitor,3,139.45,187 main st,gift card,returned,trk61086952,8,winter15,google,418.35
ord200287,2023-11-24,c70437,chair,4,655.18,630 main st,online,shipped,trk26628830,5,freeship,facebook,2620.72
ord200288,2023-03-12,c97643,laptop,4,512.75,537 main st,debit card,returned,trk60831391,8,winter15,google,2051.0
ord200289,2023-07-26,c17136,chair,4,160.49,333 main st,credit card,shipped,trk55362541,8,winter15,referral,641.96
ord200290,2023-05-05,c24901,chair,3,99.9,258 main st,cash,delivered,trk14029489,8,freeship,facebook,299.7
ord200291,2024-05-12,c61521,phone,2,345.01,670 main st,credit card,delivered,trk93676567,6,freeship,google,690.02
ord200292,2025-01-15,c39639,monitor,1,65.95,185 main st,credit card,delivered,trk31042152,5,freeship,facebook,65.95
ord200293,2023-02-16,c33220,tablet,4,463.04,564 main st,gift card,returned,trk40450219,9,freeship,instagram,1852.16
ord200294,2025-04-01,c65414,phone,2,297.71,208 main st,online,shipped,trk67562517,7,save10,referral,595.42
ord200295,2023-01-25,c49009,printer,5,107.48,278 main st,debit card,cancelled,trk46285799,9,freeship,email,537.4
ord200296,2024-06-19,c48453,desk,5,638.8,434 main st,debit card,cancelled,trk52110494,10,winter15,referral,3194.0
ord200297,2023-02-22,c68078,desk,2,493.88,252 main st,credit card,returned,trk64862812,7,save10,instagram,987.76
ord200298,2023-12-19,c19402,printer,4,301.17,267 main st,online,cancelled,trk97825212,6,freeship,email,1204.68
ord200299,2024-01-20,c30711,monitor,1,278.66,856 main st,gift card,cancelled,trk42696593,2,freeship,instagram,278.66
ord200300,2024-09-02,c39000,phone,1,287.46,894 main st,debit card,returned,trk33753945,3,freeship,facebook,287.46
ord200301,2023-05-11,c31105,chair,1,583.99,726 main st,cash,cancelled,trk40149095,2,save10,email,583.99
ord200302,2023-05-16,c29432,chair,3,468.74,121 main st,cash,pending,trk44142517,4,freeship,instagram,1406.22
ord200303,2024-12-07,c48531,tablet,1,30.54,368 main st,debit card,returned,trk95462192,1,freeship,google,30.54
ord200304,2024-10-18,c86762,monitor,5,408.73,326 main st,gift card,delivered,trk75686292,10,freeship,instagram,2043.65
ord200305,2023-11-25,c63822,laptop,4,126.89,235 main st,cash,pending,trk59353216,9,freeship,instagram,507.56
ord200306,2024-06-07,c70495,printer,2,57.07,238 main st,debit card,returned,trk65511225,3,save10,instagram,114.14
ord200307,2023-07-01,c92407,laptop,3,557.41,135 main st,online,delivered,trk11755610,4,freeship,email,1672.23
ord200308,2023-12-11,c75888,printer,3,448.9,790 main st,debit card,returned,trk98467398,7,save10,instagram,1346.7
ord200309,2023-10-03,c63153,chair,4,549.76,625 main st,debit card,delivered,trk38033305,4,freeship,facebook,2199.04
ord200310,2024-02-24,c85863,printer,3,132.48,968 main st,online,shipped,trk16094218,4,freeship,referral,397.44
ord200311,2025-05-17,c71698,desk,5,489.37,274 main st,online,returned,trk34786818,8,freeship,instagram,2446.85
ord200312,2025-05-24,c35397,printer,5,66.31,579 main st,gift card,pending,trk64742535,7,freeship,referral,331.55
ord200313,2023-07-09,c67687,chair,2,434.3,978 main st,cash,delivered,trk22838735,7,save10,instagram,868.6
ord200314,2023-10-04,c29931,desk,4,153.09,540 main st,online,delivered,trk48712417,4,freeship,referral,612.36
ord200315,2025-05-12,c59139,tablet,5,91.67,301 main st,online,cancelled,trk45507090,9,freeship,email,458.35
ord200316,2023-10-02,c66078,desk,4,275.28,101 main st,gift card,shipped,trk86474559,9,winter15,facebook,1101.12
ord200317,2023-04-10,c88370,monitor,2,139.95,339 main st,online,returned,trk22575151,5,freeship,instagram,279.9
ord200318,2024-07-27,c93375,chair,3,148.72,317 main st,debit card,cancelled,trk95706967,7,save10,google,446.16
ord200319,2023-12-02,c53049,laptop,2,563.06,413 main st,cash,returned,trk48974907,6,freeship,instagram,1126.12
ord200320,2024-12-19,c55590,printer,1,625.51,772 main st,credit card,shipped,trk48792951,1,freeship,facebook,625.51
ord200321,2023-08-09,c47086,phone,4,152.29,135 main st,debit card,cancelled,trk44194358,6,winter15,google,609.16
ord200322,2024-06-14,c48646,phone,5,231.82,339 main st,debit card,delivered,trk18233748,6,save10,facebook,1159.1
ord200323,2025-01-26,c29416,laptop,1,150.17,414 main st,debit card,returned,trk63820842,1,save10,referral,150.17
ord200324,2024-06-13,c13525,tablet,3,70.93,847 main st,debit card,returned,trk70193221,5,freeship,referral,212.79
ord200325,2023-06-29,c53545,desk,3,361.39,665 main st,credit card,shipped,trk61123177,8,freeship,referral,1084.17
ord200327,2023-07-25,c17302,phone,1,359.99,385 main st,gift card,cancelled,trk43940016,5,save10,email,359.99
ord200329,2024-12-25,c88371,chair,4,283.16,306 main st,credit card,shipped,trk63224811,6,freeship,google,1132.64
ord200330,2024-06-02,c38068,desk,5,260.53,532 main st,gift card,pending,trk54059198,5,save10,instagram,1302.65
ord200331,2023-04-15,c78724,printer,3,422.13,187 main st,online,delivered,trk25703134,7,save10,facebook,1266.39
ord200332,2024-07-03,c26163,desk,5,125.02,607 main st,debit card,pending,trk67499316,9,save10,google,625.1
ord200333,2024-04-16,c87124,phone,1,198.51,818 main st,credit card,returned,trk52086740,5,winter15,instagram,198.51
ord200334,2024-03-26,c90348,chair,4,224.75,728 main st,online,delivered,trk20635777,7,winter15,facebook,899.0
ord200335,2025-03-03,c58721,tablet,3,205.86,978 main st,gift card,shipped,trk34801199,4,freeship,email,617.58
ord200336,2023-12-29,c88174,laptop,1,18.2,441 main st,debit card,pending,trk10143345,4,save10,instagram,18.2
ord200337,2023-05-29,c77763,tablet,3,502.77,599 main st,debit card,returned,trk66980447,8,winter15,email,1508.31
ord200338,2023-11-08,c53627,phone,5,305.49,704 main st,debit card,shipped,trk64112352,10,freeship,referral,1527.45
ord200339,2024-04-10,c84563,printer,2,236.33,398 main st,online,pending,trk62422797,3,save10,instagram,472.66
ord200340,2023-04-23,c76207,laptop,5,521.25,826 main st,cash,cancelled,trk25569378,8,freeship,email,2606.25
ord200341,2024-09-23,c94671,tablet,1,167.15,293 main st,gift card,shipped,trk61357272,5,winter15,email,167.15
ord200342,2025-06-24,c69994,monitor,5,466.42,619 main st,gift card,returned,trk95935805,5,freeship,referral,2332.1
ord200343,2023-02-26,c64638,printer,1,527.57,919 main st,debit card,pending,trk64087938,3,freeship,facebook,527.57
ord200344,2025-03-06,c95623,tablet,3,623.34,248 main st,online,cancelled,trk67558189,3,save10,instagram,1870.02
ord200345,2023-12-07,c24751,tablet,5,501.26,259 main st,gift card,shipped,trk37285406,10,freeship,referral,2506.3
ord200346,2024-12-06,c31764,tablet,1,655.09,876 main st,cash,pending,trk44680433,6,freeship,referral,655.09
ord200347,2024-02-03,c83556,printer,4,264.79,380 main st,credit card,pending,trk21109187,5,save10,google,1059.16
ord200348,2024-03-13,c24369,laptop,3,359.73,885 main st,debit card,returned,trk72633998,7,freeship,email,1079.19
ord200349,2023-11-30,c39648,chair,1,465.33,824 main st,gift card,delivered,trk56016905,2,freeship,google,465.33
ord200350,2023-06-03,c13296,chair,2,54.41,495 main st,online,shipped,trk60127216,6,freeship,instagram,108.82
ord200351,2025-02-15,c94248,laptop,1,64.66,494 main st,debit card,delivered,trk89406816,4,freeship,instagram,64.66
ord200352,2023-08-31,c26637,chair,5,173.96,995 main st,debit card,pending,trk59546992,8,winter15,instagram,869.8
ord200353,2025-03-28,c16012,tablet,1,630.82,171 main st,online,delivered,trk15195225,5,freeship,google,630.82
ord200354,2023-07-11,c31772,phone,1,693.41,992 main st,debit card,shipped,trk11970357,4,freeship,instagram,693.41
ord200355,2025-06-03,c18353,tablet,3,433.33,677 main st,credit card,cancelled,trk78766533,4,freeship,referral,1299.99
ord200356,2023-05-06,c26966,printer,5,374.58,907 main st,gift card,cancelled,trk83889574,10,freeship,instagram,1872.9
ord200357,2023-07-08,c74982,laptop,5,408.56,398 main st,debit card,delivered,trk98700702,8,freeship,instagram,2042.8
ord200358,2024-04-07,c70633,tablet,2,183.67,747 main st,online,cancelled,trk82540521,3,save10,google,367.34
ord200359,2023-06-09,c95643,desk,4,606.57,303 main st,debit card,delivered,trk23286689,5,winter15,referral,2426.28
ord200360,2024-06-06,c53810,phone,4,589.57,779 main st,cash,pending,trk34630612,8,freeship,instagram,2358.28
ord200362,2023-06-27,c53697,monitor,4,206.84,312 main st,cash,cancelled,trk60476656,5,winter15,instagram,827.36
ord200363,2024-05-24,c31668,laptop,5,113.87,871 main st,credit card,pending,trk42584392,6,save10,email,569.35
ord200364,2023-11-24,c85282,phone,5,628.74,740 main st,cash,cancelled,trk86767206,9,freeship,facebook,3143.7
ord200365,2025-02-14,c56796,phone,1,678.38,607 main st,credit card,cancelled,trk74263180,4,save10,referral,678.38
ord200366,2023-02-10,c95213,printer,3,602.24,603 main st,debit card,pending,trk40630538,8,freeship,referral,1806.72
ord200368,2023-05-01,c85322,monitor,3,271.02,403 main st,credit card,cancelled,trk89728869,6,freeship,google,813.06
ord200369,2024-12-22,c43545,monitor,5,375.25,216 main st,gift card,pending,trk73937402,9,save10,email,1876.25
ord200370,2025-05-03,c80649,phone,1,312.11,870 main st,online,cancelled,trk41143313,4,winter15,facebook,312.11
ord200371,2023-01-05,c59752,phone,5,307.76,179 main st,gift card,pending,trk82229639,9,freeship,google,1538.8
ord200372,2025-02-14,c53645,chair,3,483.53,166 main st,cash,returned,trk12123939,4,freeship,referral,1450.59
ord200373,2023-01-02,c60178,laptop,3,341.15,969 main st,cash,pending,trk84505143,4,freeship,instagram,1023.45
ord200374,2024-09-16,c20286,monitor,1,571.9,129 main st,gift card,pending,trk67648338,1,winter15,instagram,571.9
ord200375,2025-01-16,c87547,monitor,4,95.03,400 main st,online,shipped,trk71027262,8,freeship,facebook,380.12
ord200376,2023-08-24,c64549,monitor,5,201.22,341 main st,debit card,pending,trk20788231,6,freeship,facebook,1006.1
ord200377,2024-07-22,c24884,monitor,1,260.26,625 main st,online,pending,trk44538419,5,winter15,instagram,260.26
ord200378,2024-02-01,c62666,chair,5,64.5,148 main st,credit card,pending,trk91029390,8,winter15,instagram,322.5
ord200379,2024-09-21,c47284,phone,3,297.67,500 main st,online,shipped,trk85756094,6,freeship,google,893.01
ord200380,2024-04-20,c35355,printer,4,331.9,127 main st,cash,pending,trk52935059,5,save10,instagram,1327.6
ord200381,2023-06-07,c29467,chair,1,191.76,223 main st,credit card,returned,trk98103385,1,freeship,instagram,191.76
ord200382,2025-01-30,c26718,printer,4,263.09,272 main st,debit card,shipped,trk91702525,8,save10,google,1052.36
ord200383,2023-01-20,c18944,chair,4,393.8,837 main st,credit card,pending,trk45275439,7,save10,email,1575.2
ord200384,2024-11-24,c35628,chair,3,553.57,147 main st,credit card,returned,trk45688220,4,freeship,facebook,1660.71
ord200385,2023-10-31,c56851,chair,5,191.63,752 main st,gift card,delivered,trk65290904,6,freeship,facebook,958.15
ord200386,2023-04-28,c12421,tablet,1,93.02,373 main st,online,returned,trk32588504,4,freeship,email,93.02
ord200387,2024-06-27,c25316,printer,2,39.53,904 main st,credit card,shipped,trk55423551,3,winter15,google,79.06
ord200388,2023-12-28,c22657,printer,3,633.97,152 main st,cash,pending,trk49157047,7,winter15,facebook,1901.91
ord200389,2023-12-17,c29703,desk,4,697.5,558 main st,cash,shipped,trk40543461,7,freeship,referral,2790.0
ord200390,2023-07-14,c55996,printer,5,508.69,885 main st,cash,delivered,trk30547638,10,freeship,google,2543.45
ord200391,2025-01-16,c60037,laptop,2,527.46,516 main st,debit card,cancelled,trk82009557,3,freeship,referral,1054.92
ord200392,2024-02-28,c95100,phone,1,627.2,197 main st,online,delivered,trk47366265,1,winter15,email,627.2
ord200393,2024-07-14,c39906,printer,1,75.01,921 main st,credit card,returned,trk24632134,3,freeship,google,75.01
ord200394,2023-07-05,c70148,desk,5,529.55,359 main st,gift card,shipped,trk34848650,10,freeship,facebook,2647.75
ord200395,2025-04-25,c30010,phone,3,127.41,830 main st,gift card,delivered,trk35386084,7,save10,referral,382.23
ord200396,2023-12-01,c99217,tablet,5,287.13,778 main st,online,shipped,trk82004594,10,save10,email,1435.65
ord200397,2023-09-28,c30184,monitor,1,427.06,987 main st,online,cancelled,trk86674704,1,winter15,referral,427.06
ord200398,2024-09-04,c50275,phone,5,53.93,729 main st,gift card,shipped,trk98925264,7,save10,instagram,269.65
ord200399,2024-01-07,c64641,tablet,5,423.93,319 main st,debit card,returned,trk32012588,5,freeship,facebook,2119.65
ord200400,2024-09-28,c56266,desk,4,160.22,304 main st,debit card,returned,trk60088901,9,winter15,instagram,640.88
ord200401,2025-04-09,c98635,printer,1,538.68,197 main st,debit card,returned,trk14225465,6,freeship,referral,538.68
ord200402,2023-04-09,c83026,printer,5,337.38,858 main st,gift card,shipped,trk79746259,5,freeship,referral,1686.9
ord200403,2024-11-10,c28893,tablet,1,620.21,740 main st,online,returned,trk98333066,1,freeship,referral,620.21
ord200404,2023-03-09,c45482,monitor,2,99.1,440 main st,cash,delivered,trk54571699,6,freeship,instagram,198.2
ord200405,2025-01-26,c97774,monitor,4,451.97,603 main st,online,cancelled,trk64664424,7,winter15,email,1807.88
ord200406,2023-12-10,c11657,tablet,4,66.1,572 main st,cash,returned,trk50284486,9,winter15,google,264.4
ord200407,2023-08-13,c85993,tablet,4,547.32,250 main st,cash,returned,trk72547640,8,freeship,instagram,2189.28
ord200408,2025-01-01,c11906,printer,3,412.53,536 main st,online,pending,trk31140158,6,winter15,google,1237.59
ord200409,2023-06-28,c45187,desk,5,84.13,767 main st,online,delivered,trk12320793,9,save10,google,420.65
ord200410,2024-01-18,c37375,tablet,2,518.23,184 main st,debit card,shipped,trk52470162,5,freeship,email,1036.46
ord200411,2024-06-19,c66567,desk,2,39.51,981 main st,online,shipped,trk21174822,5,freeship,facebook,79.02
ord200412,2025-04-11,c42451,tablet,5,133.01,246 main st,credit card,returned,trk31313343,10,freeship,facebook,665.05
ord200413,2023-10-08,c13923,tablet,1,118.8,123 main st,online,delivered,trk87598790,6,save10,email,118.8
ord200414,2025-05-04,c11829,desk,2,139.57,797 main st,cash,delivered,trk84229257,4,winter15,facebook,279.14
ord200415,2025-04-06,c62169,chair,1,184.15,655 main st,gift card,shipped,trk64558985,5,freeship,facebook,184.15
ord200416,2023-07-18,c20881,laptop,2,644.05,652 main st,gift card,cancelled,trk26263902,5,winter15,referral,1288.1
ord200417,2023-10-24,c44492,laptop,5,55.41,954 main st,online,cancelled,trk51429869,5,freeship,google,277.05
ord200418,2023-01-11,c74169,printer,1,310.93,862 main st,online,cancelled,trk66144809,3,freeship,facebook,310.93
ord200419,2024-04-17,c70999,tablet,2,216.66,885 main st,debit card,pending,trk75644156,6,freeship,instagram,433.32
ord200420,2024-11-29,c11921,phone,1,452.7,439 main st,debit card,shipped,trk91362635,5,freeship,instagram,452.7
ord200421,2023-10-15,c50683,chair,2,288.21,769 main st,debit card,cancelled,trk53032122,5,freeship,email,576.42
ord200422,2023-06-05,c76140,phone,4,206.6,914 main st,gift card,returned,trk25861469,6,winter15,referral,826.4
ord200423,2024-07-20,c94311,printer,4,685.2,195 main st,gift card,cancelled,trk97308771,6,winter15,google,2740.8
ord200424,2023-04-12,c49491,chair,5,22.94,339 main st,cash,pending,trk64012257,10,freeship,email,114.7
ord200425,2023-03-09,c40648,laptop,2,301.88,488 main st,gift card,returned,trk25325993,5,winter15,email,603.76
ord200426,2025-03-16,c40967,monitor,5,57.45,315 main st,cash,cancelled,trk24839296,10,freeship,facebook,287.25
ord200427,2024-12-18,c25406,desk,1,161.24,379 main st,credit card,pending,trk70952564,3,winter15,instagram,161.24
ord200428,2024-11-26,c77085,chair,4,262.58,895 main st,online,cancelled,trk57227640,8,winter15,email,1050.32
ord200429,2024-12-19,c38126,printer,4,515.19,522 main st,credit card,pending,trk90838498,9,save10,facebook,2060.76
ord200430,2023-06-07,c87448,phone,1,450.07,433 main st,gift card,shipped,trk44134016,6,freeship,google,450.07
ord200431,2024-10-06,c62312,printer,1,52.54,651 main st,debit card,cancelled,trk59623037,6,winter15,facebook,52.54
ord200432,2023-09-04,c58443,tablet,2,424.32,662 main st,credit card,returned,trk77163738,6,freeship,referral,848.64
ord200433,2023-08-26,c36613,monitor,3,631.64,785 main st,credit card,returned,trk13282106,3,freeship,facebook,1894.92
ord200434,2023-10-22,c73893,printer,5,327.68,384 main st,credit card,returned,trk85939879,6,freeship,facebook,1638.4
ord200435,2023-05-27,c48601,printer,1,414.47,101 main st,debit card,returned,trk97868309,3,freeship,instagram,414.47
ord200436,2023-02-11,c14568,laptop,4,221.33,651 main st,online,pending,trk73545796,5,freeship,google,885.32
ord200437,2024-04-18,c63378,phone,1,512.39,955 main st,online,delivered,trk20863705,2,freeship,instagram,512.39
ord200438,2025-01-03,c77800,tablet,3,459.34,436 main st,gift card,pending,trk27439574,3,save10,instagram,1378.02
ord200439,2024-09-08,c91155,tablet,1,146.32,321 main st,online,shipped,trk36260319,4,winter15,facebook,146.32
ord200440,2024-11-05,c60215,desk,4,83.6,978 main st,debit card,pending,trk31727767,4,save10,facebook,334.4
ord200441,2023-12-13,c52915,printer,2,328.54,475 main st,gift card,returned,trk79466982,6,freeship,email,657.08
ord200442,2024-05-06,c72588,chair,5,314.94,661 main st,cash,pending,trk43410829,8,save10,instagram,1574.7
ord200443,2024-05-14,c61668,chair,2,69.64,813 main st,cash,returned,trk58970302,6,freeship,facebook,139.28
ord200444,2024-06-08,c79508,printer,1,135.17,585 main st,online,shipped,trk61882353,6,freeship,instagram,135.17
ord200445,2024-03-23,c94569,phone,1,487.21,227 main st,cash,delivered,trk31351770,3,save10,referral,487.21
ord200446,2023-10-18,c89592,laptop,5,509.58,262 main st,online,delivered,trk49442402,6,freeship,instagram,2547.9
ord200447,2024-04-07,c48207,printer,2,416.81,356 main st,cash,returned,trk45355655,2,freeship,facebook,833.62
ord200448,2023-09-04,c16776,laptop,2,160.0,854 main st,cash,pending,trk12860600,4,save10,instagram,320.0
ord200449,2024-08-26,c91518,tablet,3,253.05,286 main st,online,pending,trk48688724,3,freeship,instagram,759.15
ord200450,2024-01-15,c36408,monitor,5,615.1,160 main st,gift card,returned,trk94023253,10,winter15,instagram,3075.5
ord200451,2023-04-01,c14837,monitor,1,183.18,647 main st,debit card,cancelled,trk17501136,6,save10,email,183.18
ord200452,2023-07-23,c36467,printer,1,75.78,581 main st,cash,pending,trk20863987,5,save10,google,75.78
ord200453,2025-05-02,c15017,tablet,1,675.57,492 main st,cash,shipped,trk51241924,1,winter15,facebook,675.57
ord200454,2024-11-27,c54759,laptop,1,109.29,686 main st,debit card,cancelled,trk75583042,5,freeship,google,109.29
ord200455,2024-03-26,c58341,phone,1,639.83,874 main st,debit card,pending,trk32856728,2,save10,referral,639.83
ord200456,2023-06-26,c94479,desk,5,62.81,259 main st,credit card,shipped,trk69089975,9,save10,facebook,314.05
ord200457,2025-05-25,c50236,desk,4,615.83,545 main st,online,returned,trk67692578,4,winter15,instagram,2463.32
ord200458,2024-07-02,c31412,monitor,4,510.58,196 main st,credit card,returned,trk61946127,7,winter15,email,2042.32
ord200459,2024-07-24,c90142,desk,1,334.39,433 main st,credit card,returned,trk39717191,2,freeship,instagram,334.39
ord200460,2024-10-06,c83548,laptop,1,144.25,474 main st,cash,returned,trk93822942,2,winter15,referral,144.25
ord200461,2024-06-08,c29697,tablet,1,401.82,407 main st,credit card,shipped,trk47776482,5,freeship,google,401.82
ord200462,2025-03-31,c22991,phone,1,252.68,731 main st,online,cancelled,trk32796086,1,freeship,referral,252.68
ord200464,2023-03-14,c39176,tablet,4,434.42,739 main st,online,cancelled,trk71418686,6,freeship,google,1737.68
ord200465,2024-02-26,c58773,printer,5,513.49,391 main st,gift card,cancelled,trk65438300,8,freeship,google,2567.45
ord200466,2023-07-18,c37412,phone,1,432.47,895 main st,cash,delivered,trk97829604,4,freeship,referral,432.47
ord200467,2024-08-30,c36492,desk,1,45.94,572 main st,cash,cancelled,trk44350440,2,winter15,email,45.94
ord200468,2025-06-21,c90110,phone,1,418.36,998 main st,credit card,delivered,trk60203957,5,freeship,email,418.36
ord200470,2023-09-29,c25149,tablet,4,263.62,672 main st,cash,shipped,trk33538608,5,save10,email,1054.48
ord200471,2025-04-19,c52717,desk,5,551.27,395 main st,online,cancelled,trk27625571,7,freeship,referral,2756.35
ord200472,2023-01-06,c60029,chair,3,508.12,796 main st,credit card,cancelled,trk86461316,8,freeship,referral,1524.36
ord200473,2025-02-25,c28552,chair,2,14.93,449 main st,online,shipped,trk71597160,4,freeship,facebook,29.86
ord200474,2023-11-15,c72293,printer,3,229.34,398 main st,credit card,shipped,trk84378003,6,save10,referral,688.02
ord200475,2025-04-19,c29844,tablet,2,438.62,363 main st,cash,cancelled,trk91642337,3,save10,facebook,877.24
ord200476,2024-01-15,c77872,phone,2,513.59,867 main st,online,returned,trk19292184,4,freeship,referral,1027.18
ord200477,2025-03-05,c56564,phone,2,253.74,481 main st,online,shipped,trk13166044,5,save10,google,507.48
ord200478,2024-11-01,c16758,tablet,3,62.77,914 main st,gift card,shipped,trk88544431,6,freeship,referral,188.31
ord200479,2023-02-18,c87011,monitor,4,25.29,943 main st,credit card,pending,trk21429162,8,freeship,google,101.16
ord200480,2023-06-16,c21147,chair,1,335.1,126 main st,debit card,pending,trk93171043,6,freeship,referral,335.1
ord200481,2023-04-23,c94568,laptop,4,484.85,317 main st,debit card,delivered,trk58653915,5,winter15,referral,1939.4
ord200482,2025-03-02,c35852,monitor,3,381.41,989 main st,online,pending,trk22302049,6,freeship,instagram,1144.23
ord200483,2023-01-18,c66462,phone,5,347.92,982 main st,cash,pending,trk52743700,6,winter15,google,1739.6
ord200484,2024-05-29,c29092,chair,4,15.01,767 main st,cash,cancelled,trk90455340,6,freeship,facebook,60.04
ord200485,2023-08-01,c46651,chair,3,404.79,764 main st,cash,shipped,trk67679195,6,save10,instagram,1214.37
ord200486,2023-02-03,c88981,printer,4,611.26,558 main st,cash,shipped,trk75267873,5,save10,referral,2445.04
ord200487,2023-03-09,c40136,printer,3,346.52,211 main st,credit card,pending,trk92924852,3,save10,google,1039.56
ord200488,2024-12-05,c81573,chair,1,36.65,556 main st,online,cancelled,trk96522994,1,winter15,email,36.65
ord200489,2023-09-05,c11940,tablet,3,149.34,589 main st,gift card,cancelled,trk85466461,7,winter15,email,448.02
ord200490,2024-07-22,c50097,chair,5,467.81,539 main st,online,cancelled,trk62785150,10,freeship,facebook,2339.05
ord200491,2023-01-05,c98168,phone,5,420.7,481 main st,cash,pending,trk56423359,5,winter15,facebook,2103.5
ord200492,2023-10-25,c39074,laptop,5,606.52,103 main st,debit card,shipped,trk13027036,6,save10,instagram,3032.6
ord200493,2025-01-28,c84908,phone,1,420.26,372 main st,credit card,pending,trk64135970,4,freeship,facebook,420.26
ord200494,2023-07-19,c64516,laptop,3,505.79,459 main st,debit card,pending,trk63920573,3,freeship,referral,1517.37
ord200495,2025-06-05,c63827,phone,4,493.73,947 main st,debit card,pending,trk35730581,6,save10,facebook,1974.92
